Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
115	QED55672.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV3D-11*02 F	331 (335)	283 (287)	218 (219)	65 (68)	54 (55)	11 (13)	8	1	0 (1)	22 (23)	7 (8)	2	0	5	6	10	0	4	78	78	54	24	22	2	3	0	0	7	3	0	0	4	2	5	0	0	36	18	14	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	4	5	2	3	0	1	0	0	1	0	0	1	0	1	0	1	117	108	87	21	18	3	2	0	0	10	3	1	0	0	2	2	0	1	19 (23)	19 (23)	16 (17)	3 (6)	2 (3)	1 (3)	0	0	0 (1)	0 (1)	0 (1)	1	0	0	1	0	0	1	
116	QED55671.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-33*01 F, or Homsap IGKV1D-33*01 F	332 (335)	284 (287)	201	83 (86)	66 (69)	17	11	2	1 (2)	27 (28)	14	0 (1)	1	9	3	14	0	1	78	78	56	22	22	0	2	0	0	5	3	0	0	5	1	6	0	0	36	18	12	6	1	5	2	0	0	2	0	0	0	1	0	1	0	0	51	51	38	13	7	6	3	1	0	4	2	0	1	0	0	2	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	29	2	2	0	1	13	8	0	0	2	2	3	0	0	20 (23)	20 (23)	13	7 (10)	3 (6)	4	2	1	0 (1)	2 (3)	0	0 (1)	0	0	0	1	0	1	
117	QED55670.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV3D-15*01 F	335	287	224	63	59	4	7	0	0	22	7	0	0	7	5	12	0	3	78	78	57	21	21	0	3	0	0	4	3	0	0	4	2	5	0	0	36	18	14	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	86	22	21	1	1	0	0	9	3	0	0	2	2	3	0	2	23	23	19	4	3	1	0	0	0	3	0	0	0	0	0	1	0	0	
118	QED55669.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-5*01 F	318 (335)	270 (287)	197 (201)	73 (86)	59 (60)	14 (26)	8 (9)	4 (5)	0 (1)	24 (27)	8	2 (3)	0 (2)	7 (9)	6	12	0	2 (4)	78	78	57	21	20	1	2	0	0	6	2	1	0	4	0	6	0	0	36	18	10	8	1	7	0	3	0	2	0	0	0	0	2	0	0	1	51	51	39	12	9	3	2	1	0	4	1	1	0	0	2	1	0	0	30	9	5	4	2	2	1	0	0	1	0	0	0	1	0	1	0	0	117	108	81	27	26	1	2	0	0	11	5	0	0	2	2	4	0	1	6 (23)	6 (23)	5 (9)	1 (14)	1 (2)	0 (12)	1 (2)	0 (1)	0 (1)	0 (3)	0	0 (1)	0 (2)	0 (2)	0	0	0	0 (2)	
119	QED55668.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-6*01 F, or Homsap IGKV1-6*02 F	332 (335)	284 (287)	201	83 (86)	67 (70)	16	13	2	1	28 (29)	11	2 (3)	1	9	3	11 (12)	1	1	78	78	54	24	23	1	2	0	0	5	4	2	0	5	0	6	0	0	36	18	13	5	4	1	1	1	0	3	0	0	0	0	0	0	0	0	51	51	40	11	8	3	4	0	1	4	1	0	0	0	1	0	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	74	34	25	9	3	1	0	13	5	0	1	3	2	4	1	1	20 (23)	20 (23)	15	5 (8)	3 (6)	2	3	0	0	2 (3)	0	0 (1)	0	0	0	0 (1)	0	0	
120	QED55667.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV1-40*01 F	335 (341)	293 (299)	220 (221)	73 (78)	69 (72)	4 (6)	4	1	0	19 (21)	8	2	0	12 (13)	9 (10)	17 (18)	0	1	78	75	56	19	19	0	0	0	0	3	2	0	0	4	5	5	0	0	36	27	20	7	7	0	0	0	0	3	1	0	0	1	1	1	0	0	51	51	42	9	9	0	2	0	0	1	3	0	0	0	0	2	0	1	30	9	5	4	0	4	1	1	0	1	0	0	0	0	1	0	0	0	117	108	77	31	31	0	1	0	0	10	2	2	0	6	2	8	0	0	23 (29)	23 (29)	20 (21)	3 (8)	3 (6)	0 (2)	0	0	0	1 (3)	0	0	0	1 (2)	0 (1)	1 (2)	0	0	
121	QED55666.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV1-40*01 F	338 (341)	296 (299)	216	80 (83)	67 (70)	13	3	2	1	19 (20)	9	2	0	12 (13)	10	20 (21)	0	2	78	75	55	20	18	2	0	0	1	3	2	0	0	4	5	5	0	0	36	27	17	10	6	4	0	1	0	3	2	0	0	1	1	2	0	0	51	51	41	10	9	1	2	0	0	1	3	0	0	0	1	2	0	1	30	9	7	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	117	108	76	32	29	3	1	0	0	9	2	2	0	6	3	8	0	1	26 (29)	26 (29)	20	6 (9)	4 (7)	2	0	1	0	2 (3)	0	0	0	1 (2)	0	2 (3)	0	0	
122	QED55665.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV3-20*01 F	319 (335)	274 (290)	206 (207)	68 (83)	52 (54)	16 (29)	8 (9)	3 (5)	1	24 (26)	7 (9)	0 (2)	0	7	5 (6)	12 (16)	0	1 (2)	78	78	52	26	22	4	3	0	1	7	3	0	0	4	2	6	0	0	36	21	14	7	0	7	1	2	0	2	0	0	0	0	1	1	0	0	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	4	5	3	2	0	1	0	1	1	0	0	1	0	1	0	0	117	108	86	22	19	3	2	0	0	10	3	0	0	2	2	2	0	1	7 (23)	7 (23)	7 (8)	0 (15)	0 (2)	0 (13)	0 (1)	0 (2)	0	0 (2)	0 (2)	0 (2)	0	0	0 (1)	0 (4)	0	0 (1)	
123	QED55664.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV2-14*05 F	335 (339)	293 (297)	202 (203)	91 (94)	71 (72)	20 (22)	9	2	1	26 (28)	5	3	0	15	8	21 (22)	0	1	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	17	10	5	5	3	0	0	5	0	0	0	1	0	0	0	1	51	51	39	12	8	4	4	0	1	2	1	0	0	1	1	2	0	0	30	9	6	3	2	1	0	0	0	1	0	0	0	0	1	1	0	0	117	108	74	34	29	5	0	0	0	10	1	3	0	6	4	10	0	0	23 (27)	23 (27)	14 (15)	9 (12)	4 (5)	5 (7)	2	2	0	1 (3)	1	0	0	1	0	2 (3)	0	0	
124	QED55663.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV2-8*01 F	339	297	212	85	77	8	4	0	0	25	8	2	1	14	7	22	0	2	78	75	51	24	24	0	0	0	0	6	3	0	0	6	2	7	0	0	36	27	21	6	6	0	0	0	0	5	0	0	0	0	0	0	0	1	51	51	41	10	10	0	3	0	0	2	1	0	0	1	0	3	0	0	30	9	5	4	1	3	0	0	0	1	0	0	0	0	2	1	0	0	117	108	75	33	31	2	0	0	0	9	1	2	1	6	3	10	0	1	27	27	19	8	5	3	1	0	0	2	3	0	0	1	0	1	0	0	
125	QED55662.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-5*01 F	329 (335)	281 (287)	207 (209)	74 (78)	58 (60)	16 (18)	6	4	0 (1)	28 (31)	11	2	0	7	3	11	0	2	78	78	56	22	19	3	1	1	0	6	3	1	0	4	0	6	0	0	36	18	12	6	2	4	1	2	0	3	0	0	0	0	0	0	0	0	51	51	41	10	7	3	2	1	0	4	1	1	0	0	0	0	0	1	30	9	5	4	2	2	0	0	0	1	1	0	0	1	0	1	0	0	117	108	80	28	24	4	1	0	0	11	6	0	0	2	3	4	0	1	17 (23)	17 (23)	13 (15)	4 (8)	4 (6)	0 (2)	1	0	0 (1)	3 (6)	0	0	0	0	0	0	0	0	
126	QED55661.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	332 (335)	284 (287)	203 (204)	81 (83)	70 (72)	11	10	0	0 (1)	29 (30)	11	2	1	8	5	15	0	0	78	78	55	23	23	0	2	0	0	5	4	1	0	5	0	6	0	0	36	18	13	5	1	4	0	0	0	2	0	0	1	0	1	1	0	0	51	51	40	11	11	0	3	0	0	5	1	0	0	0	1	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	74	34	28	6	3	0	0	14	5	1	0	2	3	6	0	0	20 (23)	20 (23)	16 (17)	4 (6)	3 (5)	1	2	0	0 (1)	2 (3)	0	0	0	0	0	0	0	0	
127	QED55660.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV4-1*02 F	332 (335)	302 (305)	234	68 (71)	61 (64)	7	6	1	0 (1)	25 (26)	6	2 (3)	0	9	4	12	1	2	78	78	64	14	12	2	0	0	0	3	1	0	0	5	1	4	0	0	36	36	29	7	7	0	1	0	0	3	0	0	0	1	0	1	0	1	51	51	41	10	10	0	2	0	0	5	2	0	0	0	0	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	80	28	25	3	3	1	0	9	2	2	0	2	3	5	0	1	20 (23)	20 (23)	15	5 (8)	3 (6)	2	0	0	0 (1)	4 (5)	0	0 (1)	0	0	0	0	1	0	
128	QED55659.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV6-57*02 F, or Homsap IGLV6-57*03 F	335	296	218	78	65	13	3	3	1	25	3	2	2	13	6	19	1	0	78	75	54	21	18	3	1	2	0	5	0	0	0	4	4	5	0	0	36	24	21	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	43	8	5	3	0	0	1	3	0	1	1	0	1	1	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	114	80	34	32	2	2	0	0	9	2	1	0	8	1	11	0	0	23	23	12	11	6	5	0	1	0	4	1	0	1	1	0	2	1	0	
129	QED55658.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV1-47*01 F, or Homsap IGLV1-47*03 F	338 (341)	293 (296)	209	84 (87)	74 (77)	10	4	3	0 (2)	22 (23)	11	3	0	13	8	19	0	1	78	75	51	24	22	2	0	1	0	6	3	0	0	5	3	6	0	0	36	24	18	6	5	1	0	0	0	2	1	0	0	1	0	1	0	1	51	51	41	10	9	1	2	0	0	1	2	0	0	0	2	3	0	0	30	9	6	3	2	1	0	1	0	2	0	0	0	0	0	0	0	0	117	108	71	37	32	5	2	1	0	9	3	3	0	7	3	9	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (2)	2 (3)	2	0	0	0	0	0	0	0	
130	QED55657.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV2-23*02 F	333 (339)	291 (297)	207 (209)	84 (88)	81	3 (7)	3	1	0	26 (29)	7 (8)	2	1	15	6	20	0	3	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	20	7	7	0	0	0	0	4	0	0	0	0	1	0	0	2	51	51	41	10	10	0	3	0	0	2	1	0	0	1	0	3	0	0	30	9	7	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	117	108	73	35	32	3	0	1	0	9	2	2	1	7	3	9	0	1	21 (27)	21 (27)	14 (16)	7 (11)	7	0 (4)	0	0	0	3 (6)	2 (3)	0	0	1	0	1	0	0	
131	QED55656.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV1-40*01 F	327 (341)	285 (299)	213	72 (86)	69 (71)	3 (15)	3 (4)	0 (2)	0 (1)	19 (21)	8 (9)	2 (3)	1	12	9 (10)	17 (18)	0 (2)	1 (3)	78	75	56	19	19	0	0	0	0	3	2	0	0	4	5	5	0	0	36	27	20	7	7	0	0	0	0	3	1	0	0	1	1	1	0	0	51	51	42	9	9	0	2	0	0	1	3	0	0	0	0	2	0	1	30	9	7	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	117	108	77	31	31	0	1	0	0	10	2	2	0	6	2	8	0	0	15 (29)	15 (29)	11	4 (18)	2 (4)	2 (14)	0 (1)	0 (2)	0 (1)	1 (3)	0 (1)	0 (1)	1	1	0 (1)	1 (2)	0 (2)	0 (2)	
132	QED55655.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-33*01 F, or Homsap IGKV1D-33*01 F	332 (335)	284 (287)	206 (207)	78 (80)	72 (74)	6	8	0	0 (1)	28 (29)	14	0	0	8	7	13	0	0	78	78	56	22	22	0	2	0	0	5	3	0	0	5	1	6	0	0	36	18	13	5	2	3	1	0	0	2	0	0	0	0	1	1	0	0	51	51	40	11	10	1	3	0	0	4	1	0	0	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	29	2	1	0	0	13	9	0	0	2	3	3	0	0	20 (23)	20 (23)	15 (16)	5 (7)	5 (7)	0	1	0	0 (1)	3 (4)	0	0	0	0	0	1	0	0	
133	QED55654.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV2-14*01 F	338 (339)	296 (297)	211	85 (86)	78 (79)	7	3	2	0	27	7	2	0	15	7	20 (21)	0	2	78	75	52	23	23	0	0	0	0	7	2	0	0	6	2	6	0	0	36	27	17	10	4	6	0	2	0	5	1	0	0	0	1	0	0	1	51	51	41	10	10	0	3	0	0	2	1	0	0	1	0	3	0	0	30	9	7	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	117	108	75	33	33	0	0	0	0	10	1	2	0	7	3	9	0	1	26 (27)	26 (27)	19	7 (8)	6 (7)	1	0	0	0	2	2	0	0	1	1	1 (2)	0	0	
134	QED55653.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV3-25*03 F	332 (339)	281 (288)	206 (207)	75 (81)	65 (66)	10 (15)	5	1	0	18 (21)	18 (19)	3	0 (1)	10 (11)	5	14	0	1	78	75	54	21	21	0	0	0	0	3	6	0	0	5	2	5	0	0	36	18	11	7	4	3	1	0	0	2	2	1	0	0	0	1	0	0	51	51	44	7	5	2	0	0	0	4	2	0	0	0	0	1	0	0	30	9	7	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	117	108	77	31	27	4	2	0	0	7	6	2	0	4	3	6	0	1	20 (27)	20 (27)	13 (14)	7 (13)	6 (7)	1 (6)	1	1	0	1 (4)	2 (3)	0	0 (1)	1 (2)	0	1	0	0	
135	QED55652.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV3-1*01 F	332 (336)	281 (285)	213 (214)	68 (71)	56 (57)	12 (14)	3 (4)	1	1 (2)	20 (21)	12	3	0	9	5	12	0	2	78	75	53	22	19	3	0	0	0	4	6	1	0	5	0	6	0	0	36	18	11	7	5	2	1	0	0	3	2	0	0	0	1	0	0	0	51	51	41	10	7	3	0	0	1	3	1	0	0	1	0	3	0	1	30	9	6	3	2	1	1	1	0	1	0	0	0	0	0	0	0	0	117	108	83	25	22	3	1	0	0	9	3	2	0	3	3	3	0	1	20 (24)	20 (24)	19 (20)	1 (4)	1 (2)	0 (2)	0 (1)	0	0 (1)	0 (1)	0	0	0	0	1	0	0	0	
136	QED55651.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV6-57*02 F, or Homsap IGLV6-57*03 F	335	296	220	76	65	11	3	3	1	25	2	2	2	13	6	18	1	0	78	75	54	21	18	3	1	2	0	5	0	0	0	4	4	5	0	0	36	24	21	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	43	8	5	3	0	0	1	3	0	1	1	0	1	1	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	114	80	34	32	2	2	0	0	9	2	1	0	8	1	11	0	0	23	23	14	9	6	3	0	1	0	4	0	0	1	1	0	1	1	0	
137	QED55650.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV3-1*01 F	332 (336)	281 (285)	205	76 (80)	54 (55)	22 (25)	6 (7)	2	2 (3)	18 (19)	9	2	0	10	5 (6)	18	1	3	78	75	53	22	19	3	0	0	0	3	6	0	0	5	1	6	0	1	36	18	11	7	3	4	2	1	0	2	1	0	0	0	0	0	0	1	51	51	39	12	6	6	1	0	2	3	0	0	0	1	0	4	0	1	30	9	4	5	1	4	1	1	0	1	0	0	0	0	0	2	0	0	117	108	81	27	24	3	2	0	0	9	2	2	0	4	3	4	1	0	20 (24)	20 (24)	17	3 (7)	1 (2)	2 (5)	0 (1)	0	0 (1)	0 (1)	0	0	0	0	1 (2)	2	0	0	
138	QED55649.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	332 (335)	284 (287)	206 (207)	78 (80)	69 (71)	9	11	1	0 (1)	29 (30)	10	1	0	8	4	14	0	0	78	78	54	24	22	2	2	0	0	5	4	1	0	5	0	7	0	0	36	18	15	3	2	1	0	0	0	2	0	0	0	0	0	1	0	0	51	51	40	11	11	0	3	0	0	5	1	0	0	0	1	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	75	33	27	6	5	1	0	14	4	0	0	2	3	4	0	0	20 (23)	20 (23)	17 (18)	3 (5)	3 (5)	0	1	0	0 (1)	2 (3)	0	0	0	0	0	0	0	0	
139	QED55648.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV3D-15*01 F	335	287	224	63	59	4	7	0	0	23	8	0	0	7	5	11	0	2	78	78	57	21	21	0	3	0	0	4	3	0	0	4	2	5	0	0	36	18	14	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	86	22	22	0	1	0	0	10	3	0	0	2	2	3	0	1	23	23	19	4	2	2	0	0	0	3	1	0	0	0	0	0	0	0	
140	QED55647.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-5*01 F	326 (335)	278 (287)	206 (207)	72 (80)	62 (67)	10 (13)	7	2	0	28 (31)	9	1	1 (2)	7 (8)	5	12 (14)	0	0 (1)	78	78	58	20	20	0	2	0	0	6	2	1	0	4	0	5	0	0	36	18	12	6	2	4	0	1	0	3	0	0	1	0	0	1	0	0	51	51	41	10	9	1	2	0	0	4	1	0	0	0	2	1	0	0	30	9	6	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	117	108	79	29	26	3	2	1	0	12	5	0	0	2	3	4	0	0	14 (23)	14 (23)	10 (11)	4 (12)	2 (7)	2 (5)	1	0	0	2 (5)	1	0	0 (1)	0 (1)	0	0 (2)	0	0 (1)	
141	QED55646.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	331 (335)	283 (287)	202	81 (85)	69 (71)	12 (14)	11	1	1 (4)	30	11	1	0	9	4	12	1	0 (1)	78	78	55	23	23	0	2	0	0	5	4	1	0	5	0	6	0	0	36	18	13	5	1	4	1	0	0	2	0	0	0	1	1	0	0	0	51	51	39	12	10	2	3	0	1	5	1	0	0	0	1	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	76	32	29	3	4	0	0	14	5	0	0	2	2	4	1	0	19 (23)	19 (23)	14	5 (9)	2 (4)	3 (5)	1	1	0 (3)	3	0	0	0	0	0	0	0	0 (1)	
142	QED55645.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV1-33*01 F, or Homsap IGKV1D-33*01 F	332 (335)	284 (287)	208 (209)	76 (78)	72 (74)	4	9	0	0 (1)	28 (29)	13	0	1	8	5	12	0	0	78	78	56	22	22	0	2	0	0	5	3	0	0	5	1	6	0	0	36	18	16	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	51	51	39	12	10	2	4	0	0	4	1	0	0	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	78	30	30	0	2	0	0	13	8	0	0	2	2	3	0	0	20 (23)	20 (23)	14 (15)	6 (8)	4 (6)	2	1	0	0 (1)	3 (4)	0	0	1	0	0	1	0	0	
143	QED55644.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV1-44*04 F	341	296	209	87	69	18	7	3	0	23	10	2	1	12	7	20	0	2	78	75	52	23	23	0	0	0	0	6	3	0	0	5	3	6	0	0	36	24	16	8	4	4	1	1	0	2	1	0	0	1	0	1	0	1	51	51	40	11	7	4	3	0	0	1	2	0	1	0	1	3	0	0	30	9	6	3	1	2	1	0	0	2	0	0	0	0	0	0	0	0	117	108	72	36	29	7	2	1	0	9	2	2	0	6	3	10	0	1	29	29	23	6	5	1	0	1	0	3	2	0	0	0	0	0	0	0	
144	QED55643.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGKV3-20*01 F	323 (335)	278 (290)	211 (213)	67 (77)	54 (60)	13 (17)	7	3 (4)	0 (2)	23 (24)	7 (8)	0 (1)	0	7 (8)	7	12 (14)	0	1 (2)	78	78	53	25	23	2	3	1	0	7	2	0	0	4	2	6	0	0	36	21	15	6	1	5	1	0	0	1	0	0	0	0	2	1	0	1	51	51	43	8	6	2	1	0	0	3	1	0	0	1	0	2	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	86	22	19	3	2	2	0	10	3	0	0	1	2	2	0	0	11 (23)	11 (23)	9 (11)	2 (12)	1 (7)	1 (5)	0	0 (1)	0 (2)	1 (2)	0 (1)	0 (1)	0	0 (1)	1	0 (2)	0	0 (1)	
145	QED55642.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV6-57*02 F, or Homsap IGLV6-57*03 F	332 (335)	293 (296)	223	70 (73)	65 (68)	5	3 (4)	2	0 (1)	24 (25)	1	3	0	13	6	18	0	0	78	75	55	20	18	2	1	1	0	5	0	0	0	4	4	5	0	0	36	24	21	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	45	6	6	0	0	0	0	3	0	1	0	0	1	1	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	114	80	34	32	2	2	0	0	9	1	2	0	8	1	11	0	0	20 (23)	20 (23)	14	6 (9)	5 (8)	1	0 (1)	1	0 (1)	3 (4)	0	0	0	1	0	1	0	0	
146	QED55641.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV3-1*01 F	332 (336)	281 (285)	203 (204)	78 (81)	55 (56)	23 (25)	8 (9)	3	1 (2)	21 (22)	8	3	1	11	9	11	1	1	78	75	53	22	19	3	1	0	0	4	5	1	0	5	1	5	0	0	36	18	10	8	4	4	2	1	0	3	0	0	1	0	1	0	0	0	51	51	37	14	5	9	0	1	1	4	1	0	0	2	2	2	0	1	30	9	5	4	2	2	2	1	0	1	0	0	0	0	0	0	0	0	117	108	81	27	24	3	3	0	0	9	2	2	0	4	2	4	1	0	20 (24)	20 (24)	17 (18)	3 (6)	1 (2)	2 (4)	0 (1)	0	0 (1)	0 (1)	0	0	0	0	3	0	0	0	
147	QED55640.1_immunoglobulin_light_chain_variable_re	productive	Homsap IGLV3-9*01 F	335 (336)	284 (285)	223	61 (62)	52 (53)	9	5	2	2	19	7 (8)	2	0	7	9	8	0	0	78	75	56	19	18	1	1	0	0	4	5	0	0	3	2	4	0	0	36	18	13	5	5	0	1	0	0	3	1	0	0	0	0	0	0	0	51	51	45	6	3	3	0	1	0	3	1	0	0	0	1	0	0	0	30	9	7	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	117	108	82	26	25	1	3	0	1	7	0	2	0	4	5	4	0	0	23 (24)	23 (24)	20	3 (4)	0 (1)	3	0	0	1	1	0 (1)	0	0	0	1	0	0	0	
