Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
11	URY16690.1_influenza_specific_immunoglobulin_heav	No rearrangement found	Homsap IGHV3-33*03 F, or Homsap IGHV3-33*08 F	311	287	215	72	50	22	9	4	0	13	10	2	1	8	9	13	0	3	78	75	54	21	20	1	1	1	0	4	2	0	0	4	3	6	0	0	36	24	17	7	2	5	1	3	0	1	1	0	0	0	0	0	0	1	51	51	42	9	8	1	0	0	0	1	3	1	0	0	1	2	0	1	30	24	13	11	4	7	1	0	0	3	3	0	0	1	2	0	0	1	117	114	89	25	17	8	6	0	0	5	1	1	1	3	3	5	0	0																			
12	URY16689.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV1-8*02 F	317 (320)	293 (296)	231 (232)	62 (64)	42 (44)	20	9 (10)	1 (2)	0	16	10	1	0	6	8	9	0	2	78	75	58	17	14	3	0	0	0	5	1	0	0	4	2	4	0	1	36	24	19	5	2	3	0	0	0	3	1	0	0	0	0	1	0	0	51	51	42	9	7	2	2	0	0	1	3	1	0	0	1	0	0	1	30	24	17	7	3	4	2	0	0	3	2	0	0	0	0	0	0	0	117	114	91	23	15	8	5	1	0	4	3	0	0	2	4	4	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0 (1)	0	0	0	0	0	0	1	0	0	0	
13	URY16688.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV3-15*02 F	320	302	217	85	56	29	14	2	1	19	14	3	2	6	8	13	0	3	78	75	52	23	22	1	2	0	0	5	2	0	0	4	3	6	0	1	36	24	18	6	2	4	1	1	0	2	1	1	0	0	0	0	0	0	51	51	39	12	10	2	0	0	0	2	1	2	0	0	3	2	0	2	30	30	17	13	5	8	2	0	1	4	3	0	1	0	1	1	0	0	117	114	84	30	16	14	9	1	0	6	6	0	1	2	1	4	0	0	8	8	7	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	
14	URY16687.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	314 (320)	290 (296)	213 (214)	77 (82)	57 (60)	20 (22)	8 (9)	8 (9)	0	20	8 (10)	2	0	8	9 (10)	13	0	1	78	75	51	24	22	2	2	2	0	6	2	0	0	4	3	5	0	0	36	24	19	5	2	3	1	2	0	2	0	0	0	0	0	0	0	0	51	51	38	13	12	1	0	0	0	2	2	1	0	1	3	4	0	0	30	24	12	12	4	8	1	3	0	5	1	0	0	0	0	1	0	1	117	114	91	23	17	6	4	1	0	5	3	1	0	3	3	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (1)	0 (1)	0	0	0 (2)	0	0	0	0 (1)	0	0	0	
15	URY16686.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV1-2*02 F	320	296	233	63	47	16	5	3	1	14	8	1	1	6	11	10	0	3	78	75	55	20	17	3	0	1	0	5	1	0	0	4	3	5	0	1	36	24	19	5	2	3	0	0	1	1	1	0	1	0	0	1	0	0	51	51	40	11	8	3	3	0	0	1	2	1	0	0	3	0	0	1	30	24	19	5	3	2	0	1	0	2	1	0	0	0	0	0	0	1	117	114	94	20	15	5	1	1	0	5	3	0	0	2	4	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
16	URY16685.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV4-34*07 F	311	284	220	64	49	15	6	1	1	14	6	2	1	8	11	12	1	1	78	75	60	15	13	2	2	0	0	5	2	0	0	2	1	3	0	0	36	24	15	9	5	4	0	1	0	3	0	0	1	1	2	1	0	0	51	51	43	8	8	0	1	0	0	1	1	1	0	0	3	1	0	0	30	21	16	5	2	3	1	0	0	1	1	0	0	0	0	0	1	1	116	113	86	27	21	6	2	0	1	4	2	1	0	5	5	7	0	0																			
17	URY16684.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV1-8*02 F	317 (320)	293 (296)	245	48 (51)	48 (51)	0	4 (5)	0 (1)	0	15	8	1	0	6	5	8	0 (1)	1	78	75	58	17	17	0	0	0	0	5	1	0	0	4	2	5	0	0	36	24	21	3	3	0	0	0	0	2	1	0	0	0	0	0	0	0	51	51	43	8	8	0	2	0	0	1	2	1	0	0	1	0	0	1	30	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	117	114	99	15	15	0	2	0	0	4	3	0	0	2	1	3	0	0	5 (8)	5 (8)	4	1 (4)	1 (4)	0	0 (1)	0 (1)	0	0	0	0	0	0	1	0	0 (1)	0	
18	URY16683.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV3-15*01 F	315 (320)	297 (302)	229	68 (73)	63 (65)	5 (8)	10 (12)	0 (1)	0 (1)	18	11 (12)	2	0	6	8	10	0	3	78	75	53	22	22	0	2	0	0	5	2	0	0	4	3	5	0	1	36	24	20	4	3	1	0	0	0	2	1	0	0	0	0	1	0	0	51	51	41	10	10	0	0	0	0	1	1	2	0	0	2	2	0	2	30	30	19	11	8	3	3	0	0	4	2	0	0	0	2	0	0	0	117	114	93	21	20	1	5	0	0	6	5	0	0	2	1	2	0	0	3 (8)	3 (8)	3	0 (5)	0 (2)	0 (3)	0 (2)	0 (1)	0 (1)	0	0 (1)	0	0	0	0	0	0	0	
19	URY16682.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*08 F	320	296	222	74	57	17	11	3	0	18	8	2	1	8	8	13	0	2	78	75	52	23	16	7	1	1	0	5	2	0	0	3	4	6	0	1	36	24	16	8	3	5	1	1	0	3	1	0	0	1	0	1	0	0	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	13	11	8	3	3	1	0	3	2	0	0	1	0	1	0	0	117	114	92	22	20	2	5	0	0	6	1	1	1	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
20	URY16681.1_influenza_specific_immunoglobulin_heav	productive	Homsap IGHV1-18*04 F	320	296	233	63	48	15	7	0	2	19	9	1	1	6	9	8	0	1	78	75	55	20	17	3	0	0	0	7	2	0	0	4	2	5	0	0	36	24	19	5	3	2	1	0	0	3	0	0	0	0	1	0	0	0	51	51	38	13	5	8	3	0	1	2	2	1	0	0	3	0	0	1	30	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	117	114	95	19	17	2	2	0	1	4	4	0	1	2	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
21	URY16370.1_influenza_specific_immunoglobulin_ligh	productive	Homsap IGLV3-1*01 F	332 (336)	281 (285)	207 (208)	74 (77)	55 (56)	19 (21)	6 (7)	3	0 (1)	19 (20)	11	3	1	11	6	12	0	2	78	75	53	22	19	3	0	0	0	3	6	0	0	5	1	6	0	1	36	18	8	10	2	8	3	2	0	2	1	0	0	0	1	0	0	1	51	51	40	11	7	4	0	1	0	4	1	0	1	2	0	2	0	0	30	9	7	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	117	108	81	27	24	3	2	0	0	9	2	3	0	4	3	4	0	0	20 (24)	20 (24)	18 (19)	2 (5)	1 (2)	1 (3)	0 (1)	0	0 (1)	0 (1)	1	0	0	0	1	0	0	0	
22	URY16369.1_influenza_specific_immunoglobulin_ligh	productive	Homsap IGKV3D-15*01 F	332 (335)	284 (287)	217 (218)	67 (69)	53 (55)	14	9	2	0 (1)	22 (23)	7	0	0	7	6	12	0	2	78	78	55	23	20	3	5	0	0	4	3	0	0	4	2	5	0	0	36	18	13	5	0	5	1	1	0	2	0	0	0	0	1	0	0	0	51	51	43	8	6	2	2	0	0	3	0	0	0	0	0	2	0	1	30	9	4	5	3	2	0	0	0	1	1	0	0	1	1	1	0	0	117	108	84	24	22	2	1	1	0	10	3	0	0	2	2	4	0	1	20 (23)	20 (23)	18 (19)	2 (4)	2 (4)	0	0	0	0 (1)	2 (3)	0	0	0	0	0	0	0	0	
23	7U8MU_Chain_U,_antibody_FluA-20_Fab_light_chain	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	335	287	201	86	67	19	8	4	0	29	12	1	3	8	5	15	0	1	78	78	51	27	21	6	1	1	0	5	5	1	1	5	1	7	0	0	36	18	13	5	1	4	0	1	0	2	0	0	1	0	0	1	0	0	51	51	38	13	10	3	3	0	0	5	1	0	1	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	76	32	28	4	3	1	0	13	5	0	0	2	2	5	0	1	23	23	18	5	3	2	1	1	0	3	0	0	0	0	0	0	0	0	
24	7U8MT_Chain_T,_antibody_FluA-20_Fab_heavy_chain	productive	Homsap IGHV4-61*01 F, or Homsap IGHV4-61*10 (F)	317 (320)	296 (299)	219 (220)	77 (79)	53 (55)	24	4 (6)	4	0	16	6	2	2	10	12	19	2	0	78	75	56	19	16	3	0	0	0	3	2	0	0	4	2	8	0	0	36	30	18	12	5	7	0	1	0	4	0	0	0	1	1	3	2	0	51	51	43	8	7	1	0	0	0	2	2	1	0	0	3	0	0	0	30	21	14	7	1	6	1	2	0	2	0	0	1	0	1	0	0	0	117	114	84	30	23	7	3	1	0	5	2	1	1	5	4	8	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
25	7U8MR_Chain_R,_antibody_FluA-20_Fab_light_chain	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	335	287	201	86	67	19	8	4	0	29	12	1	3	8	5	15	0	1	78	78	51	27	21	6	1	1	0	5	5	1	1	5	1	7	0	0	36	18	13	5	1	4	0	1	0	2	0	0	1	0	0	1	0	0	51	51	38	13	10	3	3	0	0	5	1	0	1	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	76	32	28	4	3	1	0	13	5	0	0	2	2	5	0	1	23	23	18	5	3	2	1	1	0	3	0	0	0	0	0	0	0	0	
26	7U8MQ_Chain_Q,_antibody_FluA-20_Fab_heavy_chain	productive	Homsap IGHV4-61*01 F, or Homsap IGHV4-61*10 (F)	317 (320)	296 (299)	219 (220)	77 (79)	53 (55)	24	4 (6)	4	0	16	6	2	2	10	12	19	2	0	78	75	56	19	16	3	0	0	0	3	2	0	0	4	2	8	0	0	36	30	18	12	5	7	0	1	0	4	0	0	0	1	1	3	2	0	51	51	43	8	7	1	0	0	0	2	2	1	0	0	3	0	0	0	30	21	14	7	1	6	1	2	0	2	0	0	1	0	1	0	0	0	117	114	84	30	23	7	3	1	0	5	2	1	1	5	4	8	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
27	7U8MO_Chain_O,_antibody_FluA-20_Fab_light_chain	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	335	287	201	86	67	19	8	4	0	29	12	1	3	8	5	15	0	1	78	78	51	27	21	6	1	1	0	5	5	1	1	5	1	7	0	0	36	18	13	5	1	4	0	1	0	2	0	0	1	0	0	1	0	0	51	51	38	13	10	3	3	0	0	5	1	0	1	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	76	32	28	4	3	1	0	13	5	0	0	2	2	5	0	1	23	23	18	5	3	2	1	1	0	3	0	0	0	0	0	0	0	0	
28	7U8MN_Chain_N,_antibody_FluA-20_Fab_heavy_chain	productive	Homsap IGHV4-61*01 F, or Homsap IGHV4-61*10 (F)	317 (320)	296 (299)	219 (220)	77 (79)	53 (55)	24	4 (6)	4	0	16	6	2	2	10	12	19	2	0	78	75	56	19	16	3	0	0	0	3	2	0	0	4	2	8	0	0	36	30	18	12	5	7	0	1	0	4	0	0	0	1	1	3	2	0	51	51	43	8	7	1	0	0	0	2	2	1	0	0	3	0	0	0	30	21	14	7	1	6	1	2	0	2	0	0	1	0	1	0	0	0	117	114	84	30	23	7	3	1	0	5	2	1	1	5	4	8	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
29	7U8MK_Chain_K,_antibody_31.a.83_Fab_heavy_chain	productive	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	320	296	218	78	57	21	9	4	0	21	11	2	0	9	9	13	0	0	78	75	52	23	20	3	2	1	0	6	2	0	0	4	2	6	0	0	36	24	16	8	2	6	2	1	0	2	1	0	0	1	0	1	0	0	51	51	38	13	12	1	0	0	0	2	3	1	0	1	2	4	0	0	30	24	14	10	6	4	1	1	0	6	1	0	0	0	1	0	0	0	117	114	92	22	15	7	3	1	0	5	4	1	0	3	3	2	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
